test_flag,webflow_id,session_id,page_num,page_name,time_spent,completed_order_flag
pre_test,A,100055,1,order_details,4.257850219343735,0
pre_test,A,100055,2,payment,2.1266691434820304,0
pre_test,A,100055,3,confirmation,0,1
pre_test,A,100056,1,order_details,4.526336481346319,0
pre_test,A,100057,1,order_details,3.2212678934926386,0
pre_test,A,100057,2,payment,1.4601584315854614,0
pre_test,A,100058,1,order_details,5.245426498046693,0
pre_test,A,100058,2,payment,0.9572184807897011,0
pre_test,A,100059,1,order_details,2.725165612282121,0
pre_test,A,100060,1,order_details,1.036927069631198,0
pre_test,A,100061,1,order_details,5.382140418230263,0
pre_test,A,100061,2,payment,0.5652959536670514,0
pre_test,A,100061,3,confirmation,0,1
pre_test,A,100062,1,order_details,5.679852356821458,0
pre_test,A,100062,2,payment,2.639261557089821,0
pre_test,A,100062,3,confirmation,0,1
pre_test,A,100063,1,order_details,4.227388309721086,0
pre_test,A,100064,1,order_details,5.9860867544356084,0
pre_test,A,100064,2,payment,2.7390201875539812,0
pre_test,A,100065,1,order_details,3.4101349527719425,0
pre_test,A,100066,1,order_details,2.1515818674834213,0
pre_test,A,100066,2,payment,2.674859208802893,0
pre_test,A,100067,1,order_details,3.3290378997064973,0
pre_test,A,100068,1,order_details,0.668184607215268,0
pre_test,A,100068,2,payment,0.710894228244142,0
pre_test,A,100069,1,order_details,3.511294199253361,0
pre_test,A,100070,1,order_details,3.9760583850763496,0
pre_test,A,100071,1,order_details,5.693865702074385,0
pre_test,A,100072,1,order_details,1.8238524981055524,0
pre_test,A,100073,1,order_details,5.6640247429658075,0
pre_test,A,100073,2,payment,1.7039558957383611,0
pre_test,A,100074,1,order_details,2.73670760659952,0
pre_test,A,100074,2,payment,2.0220500210341985,0
pre_test,A,100075,1,order_details,4.209855435283256,0
pre_test,A,100076,1,order_details,1.5851370952848218,0
pre_test,A,100077,1,order_details,1.9326963253011624,0
pre_test,A,100077,2,payment,2.208855777115344,0
pre_test,A,100077,3,confirmation,0,1
pre_test,A,100078,1,order_details,0.5735461190320148,0
pre_test,A,100079,1,order_details,3.385898135828662,0
pre_test,A,100079,2,payment,0.6407072906661686,0
pre_test,A,100080,1,order_details,2.7798757831292904,0
pre_test,A,100080,2,payment,2.630815239159293,0
pre_test,A,100081,1,order_details,0.7654251009611275,0
pre_test,A,100081,2,payment,1.996543085678123,0
pre_test,A,100081,3,confirmation,0,1
pre_test,A,100082,1,order_details,5.126884529081144,0
pre_test,A,100083,1,order_details,4.038456598329023,0
pre_test,A,100083,2,payment,2.9250705872918927,0
pre_test,A,100083,3,confirmation,0,1
pre_test,A,100084,1,order_details,3.0116233924938074,0
pre_test,A,100084,2,payment,2.1519521752505364,0
pre_test,A,100085,1,order_details,3.5748647992607525,0
pre_test,A,100086,1,order_details,1.4409769203799967,0
pre_test,A,100086,2,payment,2.4505671338055506,0
pre_test,A,100087,1,order_details,4.387049711017852,0
pre_test,A,100087,2,payment,1.276897959731888,0
pre_test,A,100088,1,order_details,3.1185090505723516,0
pre_test,A,100089,1,order_details,1.534500101702167,0
pre_test,A,100089,2,payment,0.706155224156858,0
pre_test,A,100090,1,order_details,4.234741316316518,0
pre_test,A,100091,1,order_details,4.23672300657738,0
pre_test,A,100092,1,order_details,4.196303916724393,0
pre_test,A,100093,1,order_details,2.885849012960729,0
pre_test,A,100094,1,order_details,5.894981355396321,0
pre_test,A,100095,1,order_details,5.249434529019387,0
pre_test,A,100095,2,payment,1.468854603497364,0
pre_test,A,100096,1,order_details,3.26492539634764,0
pre_test,A,100096,2,payment,1.5549997546045164,0
pre_test,A,100097,1,order_details,1.420688025056128,0
pre_test,A,100097,2,payment,2.5219548491111397,0
pre_test,A,100097,3,confirmation,0,1
pre_test,A,100098,1,order_details,5.140574071608671,0
pre_test,A,100098,2,payment,1.3845772439208484,0
pre_test,A,100099,1,order_details,4.743324522028418,0
pre_test,A,100099,2,payment,2.3565213810196624,0
pre_test,A,100100,1,order_details,3.5270025260398032,0
pre_test,A,100101,1,order_details,2.599157220681177,0
pre_test,A,100102,1,order_details,4.428066184661614,0
pre_test,A,100103,1,order_details,4.850551007672955,0
pre_test,A,100103,2,payment,1.9887287080488503,0
pre_test,A,100104,1,order_details,4.779142416891446,0
pre_test,A,100104,2,payment,1.7456129856805729,0
pre_test,A,100104,3,confirmation,0,1
pre_test,A,100105,1,order_details,1.6818372331050266,0
pre_test,A,100105,2,payment,2.543640407760375,0
pre_test,A,100105,3,confirmation,0,1
pre_test,A,100106,1,order_details,2.7769758488052236,0
pre_test,A,100107,1,order_details,1.3491787716083645,0
pre_test,A,100108,1,order_details,3.2257341410720772,0
pre_test,A,100109,1,order_details,4.140022505397396,0
pre_test,A,100110,1,order_details,2.6225354878602167,0
pre_test,A,100110,2,payment,2.3747321199561804,0
pre_test,A,100111,1,order_details,5.892017137162901,0
pre_test,A,100111,2,payment,0.7851891624453315,0
pre_test,A,100112,1,order_details,4.219231957581837,0
pre_test,A,100113,1,order_details,3.2669744194513415,0
pre_test,A,100113,2,payment,0.9292404264992018,0
pre_test,A,100113,3,confirmation,0,1
pre_test,A,100114,1,order_details,2.1851240262506897,0
pre_test,A,100115,1,order_details,5.999569568743854,0
pre_test,A,100115,2,payment,1.546618936497468,0
pre_test,A,100116,1,order_details,2.771545478075811,0
pre_test,A,100116,2,payment,2.2681421366605172,0
pre_test,A,100117,1,order_details,5.1026262787546655,0
pre_test,A,100118,1,order_details,4.775588229900521,0
pre_test,A,100119,1,order_details,2.779679647218841,0
pre_test,A,100120,1,order_details,4.5013899587351975,0
pre_test,A,100121,1,order_details,1.476785503601418,0
pre_test,A,100122,1,order_details,4.994033267925548,0
pre_test,A,100122,2,payment,0.7651623292874496,0
pre_test,A,100123,1,order_details,5.357986859475065,0
pre_test,A,100124,1,order_details,2.989824266906662,0
pre_test,A,100125,1,order_details,3.298776487380647,0
pre_test,A,100125,2,payment,1.870892331290972,0
pre_test,A,100126,1,order_details,3.070671864118304,0
pre_test,A,100126,2,payment,1.2713385520811646,0
pre_test,A,100127,1,order_details,5.783310853767869,0
pre_test,A,100128,1,order_details,1.4557261449456718,0
pre_test,A,100128,2,payment,2.2664167069346184,0
pre_test,A,100128,3,confirmation,0,1
pre_test,A,100129,1,order_details,4.086217577080034,0
pre_test,A,100129,2,payment,1.778043294529208,0
pre_test,A,100130,1,order_details,4.845301057557996,0
pre_test,A,100131,1,order_details,4.347319864008432,0
pre_test,A,100132,1,order_details,5.899651229635447,0
pre_test,A,100132,2,payment,1.9901698379396795,0
pre_test,A,100133,1,order_details,5.052663553512532,0
pre_test,A,100134,1,order_details,2.683424527757592,0
pre_test,A,100135,1,order_details,3.3988864939530705,0
pre_test,A,100136,1,order_details,5.319339190018004,0
pre_test,A,100136,2,payment,0.5459409185829571,0
pre_test,A,100136,3,confirmation,0,1
pre_test,A,100137,1,order_details,3.155099435883674,0
pre_test,A,100137,2,payment,2.585465340835949,0
pre_test,A,100137,3,confirmation,0,1
pre_test,A,100138,1,order_details,2.0976351926054413,0
pre_test,A,100139,1,order_details,3.6776198896183487,0
pre_test,A,100139,2,payment,1.748858451842997,0
pre_test,A,100140,1,order_details,0.2820001683733784,0
pre_test,A,100141,1,order_details,2.275054226597817,0
pre_test,A,100142,1,order_details,5.318381103604178,0
pre_test,A,100142,2,payment,1.2493113625295673,0
pre_test,A,100143,1,order_details,0.8791259574800341,0
pre_test,A,100144,1,order_details,1.6706542309006203,0
pre_test,A,100145,1,order_details,0.584986366703558,0
pre_test,A,100146,1,order_details,1.0182390017102945,0
pre_test,A,100147,1,order_details,3.8106793691991325,0
pre_test,A,100148,1,order_details,4.473911853298317,0
pre_test,A,100149,1,order_details,4.40789551535946,0
pre_test,A,100149,2,payment,1.8462591691147272,0
pre_test,A,100149,3,confirmation,0,1
pre_test,A,100150,1,order_details,2.8896302206298845,0
pre_test,A,100151,1,order_details,2.4798065262727746,0
pre_test,A,100152,1,order_details,0.9575150088566127,0
pre_test,A,100152,2,payment,2.0446755797523135,0
pre_test,A,100153,1,order_details,2.115199849151792,0
pre_test,A,100153,2,payment,1.3326835958791154,0
pre_test,A,100154,1,order_details,3.165304994856433,0
pre_test,A,100155,1,order_details,2.1721832506279255,0
pre_test,A,100156,1,order_details,5.020892675318417,0
pre_test,A,100156,2,payment,2.008983276155577,0
pre_test,A,100157,1,order_details,4.911614308368756,0
pre_test,A,100158,1,order_details,3.093902209992129,0
pre_test,A,100158,2,payment,2.5526058037084134,0
pre_test,A,100158,3,confirmation,0,1
pre_test,A,100159,1,order_details,3.8972817599648457,0
pre_test,A,100159,2,payment,2.3612610093001636,0
pre_test,A,100160,1,order_details,3.475988245304153,0
pre_test,A,100160,2,payment,0.6323553573436342,0
pre_test,A,100160,3,confirmation,0,1
pre_test,A,100161,1,order_details,2.6229565637788337,0
pre_test,A,100162,1,order_details,5.442836617377294,0
pre_test,A,100162,2,payment,2.6130194456770908,0
pre_test,A,100163,1,order_details,2.445810887650196,0
pre_test,A,100163,2,payment,1.9637283329159367,0
pre_test,A,100163,3,confirmation,0,1
pre_test,A,100164,1,order_details,3.8876148881047015,0
pre_test,A,100165,1,order_details,5.703976935459387,0
pre_test,A,100166,1,order_details,2.5471594211082196,0
pre_test,A,100166,2,payment,0.8029493466757536,0
pre_test,A,100166,3,confirmation,0,1
pre_test,A,100167,1,order_details,4.3370781002945,0
pre_test,A,100168,1,order_details,3.960945290101726,0
pre_test,A,100168,2,payment,0.9366500013957912,0
pre_test,A,100169,1,order_details,2.2872879862304827,0
pre_test,A,100169,2,payment,1.7710374361758412,0
pre_test,A,100170,1,order_details,2.1121387873900637,0
pre_test,A,100170,2,payment,1.9405448908197593,0
pre_test,A,100171,1,order_details,4.3299336459691,0
pre_test,A,100171,2,payment,1.5847565023396781,0
pre_test,A,100172,1,order_details,3.8161652401591946,0
pre_test,A,100172,2,payment,1.3276411042307008,0
pre_test,A,100172,3,confirmation,0,1
pre_test,A,100173,1,order_details,4.480124821934372,0
pre_test,A,100174,1,order_details,2.062258601983824,0
pre_test,A,100175,1,order_details,4.899377286914481,0
pre_test,A,100176,1,order_details,2.970393574704571,0
pre_test,A,100176,2,payment,0.9236744620136081,0
pre_test,A,100177,1,order_details,5.103087247134917,0
pre_test,A,100177,2,payment,1.8374350230357142,0
pre_test,A,100178,1,order_details,2.5099472352431644,0
pre_test,A,100179,1,order_details,3.5239695889136726,0
pre_test,A,100179,2,payment,2.0440293172271207,0
pre_test,A,100180,1,order_details,1.2872557834476486,0
pre_test,A,100180,2,payment,2.5728178256432055,0
pre_test,A,100181,1,order_details,3.8376710536256913,0
pre_test,A,100181,2,payment,1.871662238500828,0
pre_test,A,100181,3,confirmation,0,1
pre_test,A,100182,1,order_details,2.5383387109143634,0
pre_test,A,100183,1,order_details,0.565569196329065,0
pre_test,A,100184,1,order_details,4.875263388934374,0
pre_test,A,100184,2,payment,1.0565176885358398,0
pre_test,A,100185,1,order_details,4.880479338131722,0
pre_test,A,100186,1,order_details,1.9109965274081055,0
pre_test,A,100187,1,order_details,2.5146855829582684,0
pre_test,A,100188,1,order_details,5.879458350793561,0
pre_test,A,100188,2,payment,2.1743933433935148,0
pre_test,A,100189,1,order_details,4.9143133705414845,0
pre_test,A,100189,2,payment,1.6949654675182033,0
pre_test,A,100190,1,order_details,0.6305637858553164,0
pre_test,A,100190,2,payment,2.1181644852854538,0
pre_test,A,100191,1,order_details,5.992144694345689,0
pre_test,A,100192,1,order_details,4.9525270909114365,0
pre_test,A,100192,2,payment,1.951133101652076,0
pre_test,A,100193,1,order_details,4.803041913295565,0
pre_test,A,100194,1,order_details,2.296561716139794,0
pre_test,A,100194,2,payment,1.4378029064006705,0
pre_test,A,100195,1,order_details,2.4440379879042258,0
pre_test,A,100196,1,order_details,3.7256816677518123,0
pre_test,A,100197,1,order_details,4.283890026646912,0
pre_test,A,100197,2,payment,1.636964088643048,0
pre_test,A,100197,3,confirmation,0,1
pre_test,A,100198,1,order_details,5.479282888521823,0
pre_test,A,100198,2,payment,1.474988270650443,0
pre_test,A,100198,3,confirmation,0,1
pre_test,A,100199,1,order_details,4.7268550229140915,0
pre_test,A,100200,1,order_details,1.4838034048968112,0
pre_test,A,100201,1,order_details,4.746467529860975,0
pre_test,A,100201,2,payment,0.8043980212435813,0
pre_test,A,100202,1,order_details,5.432709437659273,0
pre_test,A,100202,2,payment,1.1708085382024935,0
pre_test,A,100203,1,order_details,2.641187729094935,0
pre_test,A,100204,1,order_details,3.6054124113796755,0
pre_test,A,100204,2,payment,1.9121438189542956,0
pre_test,A,100205,1,order_details,0.682403856621455,0
pre_test,A,100206,1,order_details,4.865580688349787,0
pre_test,A,100207,1,order_details,5.255210223883239,0
pre_test,A,100208,1,order_details,4.87085454810224,0
pre_test,A,100209,1,order_details,2.3140869029557765,0
pre_test,A,100209,2,payment,0.6304513115309671,0
pre_test,A,100210,1,order_details,2.164572683024886,0
pre_test,A,100211,1,order_details,1.296700276157809,0
pre_test,A,100211,2,payment,2.7539362634859126,0
pre_test,A,100212,1,order_details,3.35641636568377,0
pre_test,A,100212,2,payment,1.6859565156146246,0
pre_test,A,100213,1,order_details,2.953843713892147,0
pre_test,A,100213,2,payment,2.5734630269119556,0
pre_test,A,100214,1,order_details,3.698717376481796,0
pre_test,A,100215,1,order_details,2.41520710702637,0
pre_test,A,100216,1,order_details,4.187873636977431,0
pre_test,A,100217,1,order_details,5.203006541562098,0
pre_test,A,100217,2,payment,2.3825829012741195,0
pre_test,A,100217,3,confirmation,0,1
pre_test,A,100218,1,order_details,1.488742515809394,0
pre_test,A,100219,1,order_details,4.186349125872613,0
pre_test,A,100220,1,order_details,4.374579764596555,0
pre_test,A,100220,2,payment,1.5414807226305987,0
pre_test,A,100221,1,order_details,3.9414549765984166,0
pre_test,A,100222,1,order_details,3.887690856365648,0
pre_test,A,100223,1,order_details,5.253583562081699,0
pre_test,A,100224,1,order_details,3.6803969571194344,0
pre_test,A,100225,1,order_details,3.668688484588752,0
pre_test,A,100225,2,payment,1.271358948387534,0
pre_test,A,100226,1,order_details,1.568287898995158,0
pre_test,A,100227,1,order_details,5.3191564215931235,0
pre_test,A,100228,1,order_details,0.6573547992359043,0
pre_test,A,100229,1,order_details,4.928982143357295,0
pre_test,A,100230,1,order_details,2.5127483851048535,0
pre_test,A,100230,2,payment,2.376909301734046,0
pre_test,A,100231,1,order_details,2.7348068809021546,0
pre_test,A,100231,2,payment,1.0180270278187233,0
pre_test,A,100232,1,order_details,1.6242017622638323,0
pre_test,A,100233,1,order_details,4.9709993869595435,0
pre_test,A,100234,1,order_details,4.3046917179982,0
pre_test,A,100235,1,order_details,4.134967440837795,0
pre_test,A,100235,2,payment,1.2364003048773644,0
pre_test,A,100236,1,order_details,5.789828670524937,0
pre_test,A,100237,1,order_details,2.0778785190128275,0
pre_test,A,100237,2,payment,2.03050796700887,0
pre_test,A,100238,1,order_details,2.7296965004925564,0
pre_test,A,100239,1,order_details,1.6129320996792265,0
pre_test,A,100239,2,payment,1.3652293912911144,0
pre_test,A,100240,1,order_details,0.8179737745836535,0
pre_test,A,100241,1,order_details,4.204332042725062,0
pre_test,A,100242,1,order_details,1.497517462310797,0
pre_test,A,100242,2,payment,2.284848045498807,0
pre_test,A,100243,1,order_details,3.415814870792097,0
pre_test,A,100244,1,order_details,5.228732635841627,0
pre_test,A,100244,2,payment,1.6487622424633344,0
pre_test,A,100245,1,order_details,3.7119923886702044,0
pre_test,A,100246,1,order_details,2.8189156205840833,0
pre_test,A,100247,1,order_details,5.0392451801332,0
pre_test,A,100247,2,payment,0.7511275132195496,0
pre_test,A,100247,3,confirmation,0,1
pre_test,A,100248,1,order_details,2.7574517681276953,0
pre_test,A,100249,1,order_details,4.533129872206865,0
pre_test,A,100250,1,order_details,3.0976613680952836,0
pre_test,A,100250,2,payment,0.3980929350752924,0
pre_test,A,100251,1,order_details,5.193499629597452,0
pre_test,A,100251,2,payment,1.7130603993201903,0
pre_test,A,100252,1,order_details,2.9479731067813044,0
pre_test,A,100253,1,order_details,3.4455957022096775,0
pre_test,A,100254,1,order_details,4.715779247794242,0
pre_test,A,100254,2,payment,0.3108510765524093,0
pre_test,A,100255,1,order_details,4.83952355734681,0
pre_test,A,100255,2,payment,1.457690228919133,0
pre_test,A,100256,1,order_details,1.8233906857959505,0
pre_test,A,100256,2,payment,1.6964872074710013,0
pre_test,A,100257,1,order_details,2.4643273058047463,0
pre_test,A,100257,2,payment,2.1874489207066583,0
pre_test,A,100258,1,order_details,4.1177451170544215,0
pre_test,A,100258,2,payment,1.952314625335158,0
pre_test,A,100259,1,order_details,4.9606477941176434,0
pre_test,A,100260,1,order_details,3.4166085115220555,0
pre_test,A,100261,1,order_details,0.559661736730046,0
pre_test,A,100261,2,payment,2.5930886627119976,0
pre_test,A,100262,1,order_details,1.913724820973469,0
pre_test,A,100263,1,order_details,3.1962922553646766,0
pre_test,A,100264,1,order_details,2.3347970535895666,0
pre_test,A,100265,1,order_details,5.86147064801578,0
pre_test,A,100266,1,order_details,4.336477054211631,0
pre_test,A,100267,1,order_details,1.7725794132616879,0
pre_test,A,100268,1,order_details,3.3188812430892924,0
pre_test,A,100269,1,order_details,5.598903153624347,0
pre_test,A,100269,2,payment,1.287513544087259,0
pre_test,A,100270,1,order_details,3.28660306104054,0
pre_test,A,100270,2,payment,2.395975412620066,0
pre_test,A,100271,1,order_details,4.295556853253858,0
pre_test,A,100272,1,order_details,5.354489734917818,0
pre_test,A,100272,2,payment,2.6586201537254754,0
pre_test,A,100273,1,order_details,3.7886768277685072,0
pre_test,A,100274,1,order_details,3.596616459879356,0
pre_test,A,100275,1,order_details,0.5124238837107606,0
pre_test,A,100275,2,payment,2.253955969614392,0
pre_test,A,100276,1,order_details,4.71622133843545,0
pre_test,A,100277,1,order_details,1.5793887307428491,0
pre_test,A,100278,1,order_details,4.813849224232393,0
pre_test,A,100278,2,payment,1.5513310128481632,0
pre_test,A,100278,3,confirmation,0,1
pre_test,A,100279,1,order_details,4.159083857548477,0
pre_test,A,100279,2,payment,1.5823656112904956,0
pre_test,A,100280,1,order_details,1.3644608501230282,0
pre_test,A,100280,2,payment,2.274197309580724,0
pre_test,A,100281,1,order_details,1.0570203429897815,0
pre_test,A,100282,1,order_details,1.9575107651632244,0
pre_test,A,100283,1,order_details,5.404512666270105,0
pre_test,A,100283,2,payment,2.854415317147711,0
pre_test,A,100284,1,order_details,3.302942245577039,0
pre_test,A,100285,1,order_details,2.067725496196469,0
pre_test,A,100285,2,payment,2.565797684986734,0
pre_test,A,100285,3,confirmation,0,1
pre_test,A,100286,1,order_details,3.5246784088414698,0
pre_test,A,100287,1,order_details,4.22660276783608,0
pre_test,A,100287,2,payment,2.2473709982184564,0
pre_test,A,100288,1,order_details,4.903926463432099,0
pre_test,A,100289,1,order_details,4.92036826430606,0
pre_test,A,100290,1,order_details,5.106676021905022,0
pre_test,A,100291,1,order_details,1.9132406564937439,0
pre_test,A,100291,2,payment,1.6924431376545357,0
pre_test,A,100292,1,order_details,4.041664286242299,0
pre_test,A,100293,1,order_details,1.7966224622117344,0
pre_test,A,100293,2,payment,1.5120317579548361,0
pre_test,A,100294,1,order_details,2.965715192045508,0
pre_test,A,100295,1,order_details,4.442128181499878,0
pre_test,A,100296,1,order_details,2.97015199684931,0
pre_test,A,100297,1,order_details,2.8618346955192275,0
pre_test,A,100297,2,payment,1.7128637632039372,0
pre_test,A,100298,1,order_details,1.242489469797674,0
pre_test,A,100299,1,order_details,4.690094199331899,0
pre_test,A,100299,2,payment,2.198723033234359,0
pre_test,A,100300,1,order_details,0.9632235022755693,0
pre_test,A,100301,1,order_details,0.20913660161521452,0
pre_test,A,100301,2,payment,2.626344968005619,0
pre_test,A,100302,1,order_details,5.918731829335429,0
pre_test,A,100302,2,payment,2.541148748967153,0
pre_test,A,100303,1,order_details,1.6375899705609558,0
pre_test,A,100303,2,payment,2.508595854961109,0
pre_test,A,100304,1,order_details,0.6690331683624486,0
pre_test,A,100304,2,payment,1.6446365982649478,0
pre_test,A,100305,1,order_details,5.344846048065191,0
pre_test,A,100306,1,order_details,2.3439658163411057,0
pre_test,A,100307,1,order_details,5.3408994601571855,0
pre_test,A,100307,2,payment,2.658969404515033,0
pre_test,A,100307,3,confirmation,0,1
pre_test,A,100308,1,order_details,1.8322458035467828,0
pre_test,A,100309,1,order_details,5.359324157768506,0
pre_test,A,100310,1,order_details,2.8837109014354247,0
pre_test,A,100310,2,payment,2.567688923248671,0
pre_test,A,100311,1,order_details,2.9295366769948545,0
pre_test,A,100312,1,order_details,5.225405898862586,0
pre_test,A,100313,1,order_details,1.4270280560047723,0
pre_test,A,100313,2,payment,2.9582398475187053,0
pre_test,A,100314,1,order_details,5.947108436782478,0
pre_test,A,100314,2,payment,1.6495512267472399,0
pre_test,A,100315,1,order_details,4.231423716817933,0
pre_test,A,100316,1,order_details,4.382175962023084,0
pre_test,A,100316,2,payment,1.889374261986051,0
pre_test,A,100317,1,order_details,5.760248231817472,0
pre_test,A,100317,2,payment,2.8193663907487965,0
pre_test,A,100317,3,confirmation,0,1
pre_test,A,100318,1,order_details,2.9330460098617923,0
pre_test,A,100318,2,payment,2.0228854914310563,0
pre_test,A,100318,3,confirmation,0,1
pre_test,A,100319,1,order_details,4.7320958472237,0
pre_test,A,100320,1,order_details,2.8843620592083923,0
pre_test,A,100321,1,order_details,3.227551325601321,0
pre_test,A,100322,1,order_details,5.751246394250346,0
pre_test,A,100322,2,payment,0.9891783728490664,0
pre_test,A,100323,1,order_details,2.3399847209812723,0
pre_test,A,100323,2,payment,1.9948956858120728,0
pre_test,A,100323,3,confirmation,0,1
pre_test,A,100324,1,order_details,0.737047436366217,0
pre_test,A,100325,1,order_details,1.5779095702927721,0
pre_test,A,100325,2,payment,0.4224476771283261,0
pre_test,A,100325,3,confirmation,0,1
pre_test,A,100326,1,order_details,4.692677612459686,0
pre_test,A,100326,2,payment,2.3371239495993312,0
pre_test,A,100326,3,confirmation,0,1
pre_test,A,100327,1,order_details,4.641557223245703,0
pre_test,A,100328,1,order_details,5.0952266929494705,0
pre_test,A,100328,2,payment,2.9664674428541913,0
pre_test,A,100328,3,confirmation,0,1
pre_test,A,100329,1,order_details,5.481519924427182,0
pre_test,A,100330,1,order_details,3.9466374708454723,0
pre_test,A,100331,1,order_details,5.3850983793490625,0
pre_test,A,100332,1,order_details,3.5004854337369955,0
pre_test,A,100332,2,payment,2.5889007379879674,0
pre_test,A,100333,1,order_details,3.362172250945442,0
pre_test,A,100334,1,order_details,3.403868671726574,0
pre_test,A,100334,2,payment,2.2362031656680115,0
pre_test,A,100335,1,order_details,0.701314890117823,0
pre_test,A,100336,1,order_details,2.8577344959521787,0
